Город,Район ,Айыл кенеш,село/город,Код ОЗ,Краткое название ОЗ  ,Полное название ОЗ,Вид ,Тип организации 
Чуйская область,Кеминский район,Орловский поселковый кенеш,пгт.Орловка,8329,"ЦОВП "" ОРЛОВКА""",ЦЕНТР ОБЩЕВРАЧЕБНОЙ ПРАКТИКИ ПГТ.ОРЛОВКА,Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Кеминский район,Орловский поселковый кенеш,пгт.Орловка,8136,"ГСВ ""ОРЛОВКА""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""ОРЛОВКА""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Кеминский район,Алмалинский аилкенеш,с.Кызыл-Суу,8393,"ФАП ""КЫЗЫЛ-СУУ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КЫЗЫЛ-СУУ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Кеминский район,Боролдойский аилкенеш,с.Боролдой,8400,ПЭМП БОРОЛДОЙ,ПОСТ ЭКСТРЕННОЙ МЕДИЦИНСКОЙ ПОМОЩИ БОРОЛДОЙ,Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Кеминский район,Боролдойский аилкенеш,с.Боролдой,8140,"ГСВ ""БОРОЛДОЙ""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""БОРОЛДОЙ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Кеминский район,Джаны-Алышский аилкенеш,с.Джаны-Алыш,8134,"ГСВ ""ДЖАНЫ-АЛЫШ""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""ДЖАНЫ-АЛЫШ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Кеминский район,Кара-Булакский аилкенеш,с.Кара-Булак,8124,"ФАП ""КАРА-БУЛАК""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КАРА-БУЛАК""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Кеминский район,Кара-Булакский аилкенеш,с.Алтымыш,8120,"ФАП ""АЛТЫМЫШ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""АЛТЫМЫШ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Кеминский район,Кара-Булакский аилкенеш,с.Бейшеке,8121,"ФАП ""БЕЙШЕКЕ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""БЕЙШЕКЕ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Кеминский район,Кек-Ойрокский аилкенеш,с.Кароол-Дебе,8148,"ФАП ""КАРООЛ-ДЕБЕ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КАРООЛ-ДЕБЕ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Кеминский район,Кек-Ойрокский аилкенеш,с.Тегирменти,8149,"ФАП ""ТЕГИРМЕНТИ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ТЕГИРМЕНТИ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Кеминский район,Кек-Ойрокский аилкенеш,с.Каинды,8143,"ФАП ""КАИНДЫ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КАИНДЫ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Кеминский район,Кичи-Кеминский аилкенеш,с.Кичи-Кемин,8142,"ГСВ ""КИЧИ-КЕМИН""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""КИЧИ-КЕМИН""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Кеминский район,Кичи-Кеминский аилкенеш,с.Кичи-Кемин,8137,"ФАП ""ИЛЬИЧ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ИЛЬИЧ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Кеминский район,Кызыл-Октябрьский аилкенеш,с.Кашкелен,8388,"ФАП ""КАШКЕЛЕН""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КАШКЕЛЕН""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Кеминский район,Кызыл-Октябрьский аилкенеш,с.Джель-Арык,8386,"ФАП ""ДЖЕЛЬ-АРЫК""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ДЖЕЛЬ-АРЫК""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Кеминский район,Кызыл-Октябрьский аилкенеш,с.Дорожное,8131,"ФАП ""ДОРОЖНОЕ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ДОРОЖНОЕ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Кеминский район,Кызыл-Октябрьский аилкенеш,с.Кызыл-Октябрь,8132,"ФАП ""КЫЗЫЛ-ОКТЯБРЬ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КЫЗЫЛ-ОКТЯБРЬ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Кеминский район,Чым-Коргонский аилкенеш,с.Чым-Коргон,8390,"ФАП ""БООБЕК""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""БООБЕК""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Кеминский район,Чым-Коргонский аилкенеш,с.Чым-Коргон,8438,ФИЛИАЛ РЦПЗ №1,ФИЛИАЛ РЕСПУБЛИКАНСКОГО ЦЕНТРА ПСИХИЧЕСКОГО ЗДОРОВЬЯ №1,Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Кеминский район,Чым-Коргонский аилкенеш,с.Чым-Коргон,8135,"ГСВ ""ЧЫМ-КОРГОН""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""ЧЫМ-КОРГОН""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Кеминский район,Чым-Коргонский аилкенеш,с.Самансур,8141,"ФАП ""САМАНСУР""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""САМАНСУР""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Кеминский район,Чым-Коргонский аилкенеш,с.Чым-Коргон,8279,ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА РЕСПУБЛИКАНСКАЯ,"РЕСПУБЛИКАНСКАЯ ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА ""ЧЫМ - КОРГОН""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Кеминский район,Чон-Кеминский аилкенеш,с.Торт-Куль,8150,"ФАП ""ТОРТ-КУЛЬ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ТОРТ-КУЛЬ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Кеминский район,Чон-Кеминский аилкенеш,с.Шабдан,8144,"ГСВ ""ШАБДАН""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""ШАБДАН""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Кеминский район,Чон-Кеминский аилкенеш,с.Шабдан,8398,ПЭМП ШАБДАН,ПОСТ ЭКСТРЕННОЙ МЕДИЦИНСКОЙ ПОМОЩИ ШАБДАН,Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Кеминский район,Чон-Кеминский аилкенеш,с.Тар-Суу,8389,"ФАП ""ТАР-СУУ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ТАР-СУУ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Кеминский район,Чон-Кеминский аилкенеш,с.Калмак-Ашуу,8387,"ФАП ""КАЛМАК-АШУУ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КАЛМАК-АШУУ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Московский район,Ак-Сууский аилкенеш,с.Ак-Торпок,8159,"ФАП ""АК-ТОРПОК""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""АК-ТОРПОК""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Московский район,Ак-Сууский аилкенеш,с.Чон-Арык,8164,"ФАП ""ЧОН-АРЫК""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЧОН-АРЫК""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Московский район,Ак-Сууский аилкенеш,с.Кепер-Арык,8161,"ФАП ""КЕПЕР-АРЫК""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КЕПЕР-АРЫК""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Московский район,Ак-Сууский аилкенеш,с.Мураке,8162,"ФАП ""МУРАКЕ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""МУРАКЕ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Московский район,Ак-Сууский аилкенеш,с.Темен-Суу,8288,"ФАП ""АК-БАШАТ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""АК-БАШАТ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Московский район,Ак-Сууский аилкенеш,с.Темен-Суу,8046,"ГСВ ""ТЕМЕН-СУУ""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""ТЕМЕН-СУУ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Московский район,Александровский аилкенеш,с.Александровка,8048,"ГСВ ""АЛЕКСАНДРОВКА""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""АЛЕКСАНДРОВКА""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Московский район,Беш-Терекский аилкенеш,с.Беш-Терек,8157,"ФАП ""БЕШ-ТЕРЕК""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""БЕШ-ТЕРЕК""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Московский район,Беловодский аилкенеш,с.Беловодское,8160,"ФАП ""ЖАРДЫ-СУУ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЖАРДЫ-СУУ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Московский район,Беловодский аилкенеш,с.Кош-Дебе,8151,"ФАП ""КОШ-ДЕБЕ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КОШ-ДЕБЕ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Московский район,Беловодский аилкенеш,с.Беловодское,8156,"ФАП ""40 ЛЕТ ОКТЯБРЯ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""40 ЛЕТ ОКТЯБРЯ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Московский район,Беловодский аилкенеш,с.Беловодское,8172,"ФАП ""БЕШ-КУРОК""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""БЕШ-КУРОК""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Московский район,Беловодский аилкенеш,с.Беловодское,8173,"ФАП ""ВИНСОВХОЗ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ВИНСОВХОЗ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Московский район,Беловодский аилкенеш,с.Беловодское,8312,ЦСМ МОСКОВСКОГО РАЙОНА,ЦЕНТР СЕМЕЙНОЙ МЕДИЦИНЫ МОСКОВСКОГО РАЙОНА,Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Московский район,Беловодский аилкенеш,с.Беловодское,8550,ТБ МОСКОВСКАЯ,МОСКОВСКАЯ ТЕРРИТОРИАЛЬНАЯ БОЛЬНИЦА,Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Московский район,Беловодский аилкенеш,с.Беловодское,8038,ГСВ №1,ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №1,Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Московский район,Беловодский аилкенеш,с.Беловодское,8039,ГСВ №2,ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №2,Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Московский район,Беловодский аилкенеш,с.Беловодское,8005,СТОМПОЛИКЛИНИКА МОСКОВСКОГО РАЙОНА,СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА МОСКОВСКОГО РАЙОНА,Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Московский район,Петровский аилкенеш,с.Петровка,8553,"САНАТОРИЙ ПСИХОНЕВР. ДЕТСКИЙ ""РОДНИЧОК""","ДЕТСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ САНАТОРИЙ ""РОДНИЧОК""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Московский район,Петровский аилкенеш,с.Кызыл-Туу,8158,"ФАП ""КЫЗЫЛ-ТУУ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КЫЗЫЛ-ТУУ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Московский район,Первомайский аилкенеш,с.Ак-Суу,8044,"ГСВ ""АК-СУУ""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""АК-СУУ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Московский район,Предтеченский аилкенеш,с.Предтеченка,8152,"ФАП ""ПРЕДТЕЧЕНКА""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ПРЕДТЕЧЕНКА""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Московский район,Предтеченский аилкенеш,с.Предтеченка,8289,"ФАП ""АН-АРЫК""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""АН-АРЫК""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Московский район,Садовский аилкенеш,с.Садовое,8043,"ГСВ ""САДОВОЕ""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""САДОВОЕ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Московский район,Сретенский аилкенеш,с.Сретенка,8050,"ГСВ ""СРЕТЕНКА""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""СРЕТЕНКА""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Московский район,Сретенский аилкенеш,с.Заря,8174,"ФАП ""ЗАРЯ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЗАРЯ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Московский район,Телекский аилкенеш,с.Телек,8155,"ФАП ""ТЕЛЕК""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ТЕЛЕК""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Московский район,Целинный аилкенеш,с.Кыз-Моло,8153,"ФАП ""КЫЗ-МОЛО""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КЫЗ-МОЛО""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Московский район,Чапаевский аилкенеш,с.Маловодное,8154,"ФАП ""МАЛОВОДНОЕ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""МАЛОВОДНОЕ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Московский район,Чапаевский аилкенеш,с.Спартак,8287,"ФАП ""АК-КАШАТ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""АК-КАШАТ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Московский район,Чапаевский аилкенеш,с.Спартак,8051,"ГСВ ""СПАРТАК""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""СПАРТАК""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Панфиловский район,Каиндинский поселковый кенеш,пгт.Каинды,8439,"ГСВ ""КАИНДЫ""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""КАИНДЫ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Панфиловский район,Каиндинский поселковый кенеш,пгт.Каинды,8493,"ФАП ""БЕРЕКЕ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""БЕРЕКЕ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Панфиловский район,Вознесеновский аилкенеш,с.Вознесеновка,8032,"ГСВ ""ВОЗНЕСЕНОВКА""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""ВОЗНЕСЕНОВКА""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Панфиловский район,Вознесеновский аилкенеш,с.Эркин-Сай,8033,"ГСВ ""ЭРКИН-САЙ""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""ЭРКИН-САЙ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Панфиловский район,Кюрпюльдекский аилкенеш,с.Кюрпюльдек,8026,"ГСВ ""КЮРПЮЛЬДЕК""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""КЮРПЮЛЬДЕК""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Панфиловский район,Кюрпюльдекский аилкенеш,с.им.Кирова,8193,"ФАП ""КИРОВА""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КИРОВА""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Панфиловский район,Кюрпюльдекский аилкенеш,с.Ровное,8203,"ФАП ""РОВНОЕ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""РОВНОЕ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Панфиловский район,Ортоевский аилкенеш,с.Букара,8198,"ФАП ""БУКАРА""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""БУКАРА""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Панфиловский район,Ортоевский аилкенеш,с.им.Тельмана,8034,"ГСВ ""ТЕЛЬМАН""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""ТЕЛЬМАН""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Панфиловский район,Ортоевский аилкенеш,с.Кум-Арык,8021,"ГСВ ""КУМ-АРЫК""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""КУМ-АРЫК""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Панфиловский район,Панфиловский аилкенеш,с.Орто-Арык,8196,"ФАП ""ОРТО-АРЫК""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ОРТО-АРЫК""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Панфиловский район,Панфиловский аилкенеш,с.Джайылма,8201,"ФАП ""ДЖАЙЫЛМА""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ДЖАЙЫЛМА""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Панфиловский район,Панфиловский аилкенеш,с.Панфиловское,8494,"ФАП ""15 ПАРТСЪЕЗД""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""15 ПАРТСЪЕЗД""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Панфиловский район,Панфиловский аилкенеш,с.Эфиронос,8495,"ФАП ""ЭФИРОНОС""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЭФИРОНОС""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Панфиловский район,Панфиловский аилкенеш,с.Панфиловское,8440,"ГСВ ""ПАНФИЛОВКА""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""ПАНФИЛОВКА""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Панфиловский район,Панфиловский аилкенеш,с.Панфиловское,8332,ЦОВП ПАНФИЛОВСКИЙ,ЦЕНТР ОБЩЕВРАЧЕБНОЙ ПРАКТИКИ ПАНФИЛОВСКОГО РАЙОНА,Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Панфиловский район,Фрунзенский аилкенеш,с.Чалдыбар,8441,"ГСВ ""ЧАЛДЫБАР""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""ЧАЛДЫБАР""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Панфиловский район,Фрунзенский аилкенеш,с.Чорголу,8197,"ФАП ""ЧОРГОЛУ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЧОРГОЛУ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Панфиловский район,Фрунзенский аилкенеш,с.Чалдыбар,8195,"ФАП ""НИВА""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""НИВА""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Панфиловский район,Чалдыбарский аилкенеш,с.Октябрьское,8402,"ФАП ""ОКТЯБРСКОЕ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ОКТЯБРСКОЕ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Панфиловский район,Чалдыбарский аилкенеш,с.Первомайское,8027,"ГСВ ""ПЕРВОМАЙСКОЕ""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""ПЕРВОМАЙСКОЕ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Сокулукский район,NULL,г.Шопоков,8068,"ГСВ ""ШОПОКОВ""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""ШОПОКОВ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Сокулукский район,Ат-Башынский аилкенеш,с.Манас,8086,"ГСВ ""МАНАС""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""МАНАС""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Сокулукский район,Ат-Башынский аилкенеш,с.Ак-Джол,8211,"ФАП ""АК-ДЖОЛ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""АК-ДЖОЛ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Сокулукский район,Ат-Башынский аилкенеш,с.Лесное,8212,"ФАП ""ЛЕСНОЕ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЛЕСНОЕ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Сокулукский район,Ат-Башынский аилкенеш,с.Терт-Кель,8191,"ФАП ""ТЕРТ-КЕЛЬ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ТЕРТ-КЕЛЬ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Сокулукский район,Тош-Булакский аилкенеш,с.Тош-Булак,8066,"ГСВ ""ТОШ-БУЛАК""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""ТОШ-БУЛАК""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Сокулукский район,Военно-Антоновский аилкенеш,с.Военно-Антоновка,8072,"ГСВ ""ВОЕННО-АНТОНОВКА""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""ВОЕННО-АНТОНОВКА""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Сокулукский район,Гавриловский аилкенеш,с.Жыламыш,8218,"ФАП ""ЖЫЛАМЫШ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЖАЛАМЫШ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Сокулукский район,Гавриловский аилкенеш,с.Гавриловка,8222,"ФАП ""ГАВРИЛОВКА""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ГАВРИЛОВКА""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Сокулукский район,Гавриловский аилкенеш,с.Шалта,8223,"ФАП ""ШАЛТА""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ШАЛТА""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Сокулукский район,Джаны-Джерский аилкенеш,с.Западное,8206,"ФАП ""ЗАПАДНЫЙ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЗАПАДНЫЙ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Сокулукский район,Джаны-Джерский аилкенеш,с.Джаны-Джер,8337,"ЦОВП ""ДЖАНЫ-ДЖЕР""","ЦЕНТР ОБЩЕВРАЧЕБНОЙ ПРАКТИКИ ""ДЖАНЫ-ДЖЕР""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Сокулукский район,Джаны-Джерский аилкенеш,с.Джаны-Джер,8084,ГСВ  ДЖАНЫ-ДЖЕР,ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ДЖАНЫ-ДЖЕР,Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Сокулукский район,Джаны-Пахтинский аилкенеш,с.Мирный,8208,"ФАП ""МИРНЫЙ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""МИРНЫЙ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Сокулукский район,Джаны-Пахтинский аилкенеш,с.Ак-Кашат,8204,"ФАП ""АК-КАШАТ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""АК-КАШАТ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Сокулукский район,Камышановский аилкенеш,с.Камышановка,8207,"ФАП ""КАМЫШАНОВКА""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КАМЫШАНОВКА""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Сокулукский район,Кунтууский аилкенеш,с.Кунтуу,8079,"ГСВ ""КУНТУУ""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""КУНТУУ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Сокулукский район,им.Крупской аилкенеш,с.Сокулук,8192,"ФАП ""КОСС-2""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КОСС-2""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Сокулукский район,им.Крупской аилкенеш,с.Первое Мая,8215,"ФАП ""ПЕРВОЕ МАЯ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ПЕРВОЕ МАЯ""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Сокулукский район,им.Крупской аилкенеш,с.Сокулук,8403,"ГСВ ""СОКУЛУК2""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""СОКУЛУК2""",Лечебно-профилактические организации,Государственные организации Минздрава
Чуйская область,Сокулукский район,Кызыл-Тууский аилкенеш,с.Маловодное,8187,"ФАП ""МАЛОВОДНОЕ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""МАЛОВОДНОЕ""",Лечебно-профилактические организации,Государственные организации Минздрава
